enhancedWeatherDescription,extendedWeatherType,feelsLikeTemperatureC,feelsLikeTemperatureF,gustSpeedKph,gustSpeedMph,humidity,localDate,precipitationProbabilityInPercent,precipitationProbabilityText,pressure,temperatureC,temperatureF,timeslot,timeslotLength,visibility,weatherType,weatherTypeText,windDescription,windDirection,windDirectionAbbreviation,windDirectionFull,windSpeedKph,windSpeedMph,detailed.issueDate,detailed.lastUpdated,location_id,location_name
Thundery showers and a gentle breeze,29,39,101,27,17,64,2022-07-17,12,Low chance of precipitation,1014,29,85,17:00,1,Good,29,Thundery Showers,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a gentle breeze,29,38,100,27,17,66,2022-07-17,19,Low chance of precipitation,1014,29,84,18:00,1,Good,29,Thundery Showers,A gentle breeze from the south south east,SSE,SSE,South South Easterly,14,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a gentle breeze,29,37,98,25,16,69,2022-07-17,30,Low chance of precipitation,1014,28,83,19:00,1,Good,29,Thundery Showers,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and light winds,29,36,96,24,15,73,2022-07-17,37,Chance of precipitation,1014,27,81,20:00,1,Good,29,Thundery Showers,Light winds from the south,S,S,Southerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,35,94,22,14,77,2022-07-17,35,Chance of precipitation,1014,26,79,21:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Partly cloudy and light winds,2,34,93,22,14,80,2022-07-17,28,Low chance of precipitation,1015,26,78,22:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,9,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Partly cloudy and light winds,2,33,91,22,13,82,2022-07-17,23,Low chance of precipitation,1015,25,77,23:00,1,Good,2,Partly Cloudy,Light winds from the south,S,S,Southerly,9,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,33,91,20,13,83,2022-07-18,21,Low chance of precipitation,1015,25,77,00:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,32,90,20,12,83,2022-07-18,21,Low chance of precipitation,1015,25,77,01:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,32,90,21,13,83,2022-07-18,20,Low chance of precipitation,1014,25,76,02:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,32,89,21,13,84,2022-07-18,17,Low chance of precipitation,1014,24,76,03:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,31,89,20,13,85,2022-07-18,15,Low chance of precipitation,1013,24,76,04:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,31,88,21,13,86,2022-07-18,13,Low chance of precipitation,1013,24,75,05:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,7,31,87,23,14,87,2022-07-18,14,Low chance of precipitation,1013,24,75,06:00,1,Good,7,Light Cloud,Light winds from the south,S,S,Southerly,11,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,31,88,26,16,87,2022-07-18,16,Low chance of precipitation,1013,24,75,07:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,12,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,33,91,27,17,83,2022-07-18,15,Low chance of precipitation,1013,25,77,08:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,34,94,30,19,79,2022-07-18,12,Low chance of precipitation,1013,26,79,09:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,36,97,33,21,75,2022-07-18,6,Low chance of precipitation,1012,27,81,10:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,17,10,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,37,99,36,23,71,2022-07-18,2,Low chance of precipitation,1012,28,83,11:00,1,Good,7,Light Cloud,A gentle breeze from the south,S,S,Southerly,18,11,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,7,38,101,39,24,68,2022-07-18,2,Low chance of precipitation,1011,29,84,12:00,1,Good,7,Light Cloud,A gentle breeze from the south south west,SSW,SSW,South South Westerly,20,12,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a moderate breeze,7,39,103,40,25,65,2022-07-18,3,Low chance of precipitation,1010,30,86,13:00,1,Good,7,Light Cloud,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a moderate breeze,7,40,104,42,26,64,2022-07-18,7,Low chance of precipitation,1009,30,86,14:00,1,Good,7,Light Cloud,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a moderate breeze,29,40,104,43,27,63,2022-07-18,15,Low chance of precipitation,1009,30,87,15:00,1,Good,29,Thundery Showers,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a moderate breeze,29,40,104,42,26,63,2022-07-18,25,Low chance of precipitation,1009,30,87,16:00,1,Good,29,Thundery Showers,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a moderate breeze,29,39,102,41,26,65,2022-07-18,36,Chance of precipitation,1009,30,85,17:00,1,Good,29,Thundery Showers,A moderate breeze from the south south west,SSW,SSW,South South Westerly,21,13,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a gentle breeze,29,38,101,39,24,68,2022-07-18,51,Chance of precipitation,1009,29,84,18:00,1,Good,29,Thundery Showers,A gentle breeze from the south south west,SSW,SSW,South South Westerly,20,12,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a gentle breeze,29,37,98,36,22,72,2022-07-18,67,Chance of precipitation,1009,28,82,19:00,1,Good,29,Thundery Showers,A gentle breeze from the south south west,SSW,SSW,South South Westerly,17,11,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Thundery showers and a gentle breeze,29,35,95,34,21,78,2022-07-18,74,High chance of precipitation,1009,27,80,20:00,1,Good,29,Thundery Showers,A gentle breeze from the south south west,SSW,SSW,South South Westerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,34,93,32,20,82,2022-07-18,63,Chance of precipitation,1009,26,78,21:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,34,92,32,20,84,2022-07-18,43,Chance of precipitation,1009,25,77,22:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,33,91,30,19,87,2022-07-18,28,Low chance of precipitation,1009,25,77,23:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,32,90,29,18,88,2022-07-19,22,Low chance of precipitation,1010,24,76,00:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,32,89,28,17,88,2022-07-19,21,Low chance of precipitation,1010,24,75,01:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,31,88,27,17,88,2022-07-19,19,Low chance of precipitation,1010,24,75,02:00,1,Good,7,Light Cloud,A gentle breeze from the south west,SW,SW,South Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and a gentle breeze,36,31,87,25,16,88,2022-07-19,14,Low chance of precipitation,1010,24,75,03:00,1,Good,7,Light Cloud,A gentle breeze from the west south west,WSW,WSW,West South Westerly,12,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Light cloud and light winds,36,30,86,24,15,88,2022-07-19,7,Low chance of precipitation,1011,23,74,04:00,1,Good,7,Light Cloud,Light winds from the west south west,WSW,WSW,West South Westerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Partly cloudy and light winds,2,30,85,23,14,89,2022-07-19,3,Low chance of precipitation,1011,23,74,05:00,1,Good,2,Partly Cloudy,Light winds from the west south west,WSW,WSW,West South Westerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and light winds,3,29,85,22,13,88,2022-07-19,2,Low chance of precipitation,1011,23,73,06:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,11,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and light winds,3,30,86,21,13,84,2022-07-19,2,Low chance of precipitation,1011,24,75,07:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,11,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and light winds,3,32,89,22,14,79,2022-07-19,2,Low chance of precipitation,1011,25,77,08:00,1,Good,3,Sunny Intervals,Light winds from the west,W,W,Westerly,11,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and light winds,3,34,93,23,14,72,2022-07-19,2,Low chance of precipitation,1011,26,79,09:00,1,Good,3,Sunny Intervals,Light winds from the west north west,WNW,WNW,West North Westerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,35,96,24,15,67,2022-07-19,1,Low chance of precipitation,1011,28,82,10:00,1,Good,3,Sunny Intervals,A gentle breeze from the west north west,WNW,WNW,West North Westerly,12,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,37,98,26,16,61,2022-07-19,0,Precipitation is not expected,1011,29,84,11:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,38,100,27,17,57,2022-07-19,1,Low chance of precipitation,1011,30,86,12:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,14,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,39,101,28,17,53,2022-07-19,1,Low chance of precipitation,1010,31,88,13:00,1,Good,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,14,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,39,103,29,18,51,2022-07-19,2,Low chance of precipitation,1010,32,89,14:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,14,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,40,104,29,18,49,2022-07-19,1,Low chance of precipitation,1010,32,90,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the west south west,WSW,WSW,West South Westerly,14,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,40,104,30,18,48,2022-07-19,1,Low chance of precipitation,1009,33,91,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,40,104,29,18,48,2022-07-19,1,Low chance of precipitation,1009,33,91,17:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,40,104,27,17,49,2022-07-19,3,Low chance of precipitation,1009,32,90,18:00,1,Good,1,Sunny,A gentle breeze from the south west,SW,SW,South Westerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,39,103,24,15,51,2022-07-19,5,Low chance of precipitation,1008,32,89,19:00,1,Good,1,Sunny,A gentle breeze from the south south west,SSW,SSW,South South Westerly,14,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,39,101,22,14,54,2022-07-19,6,Low chance of precipitation,1008,31,87,20:00,1,Good,1,Sunny,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,37,99,20,13,58,2022-07-19,5,Low chance of precipitation,1008,30,85,21:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,11,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,36,97,19,12,63,2022-07-19,3,Low chance of precipitation,1008,29,83,22:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,35,95,19,12,66,2022-07-19,1,Low chance of precipitation,1008,28,82,23:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,34,94,18,11,69,2022-07-20,0,Precipitation is not expected,1009,27,81,00:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,33,92,17,11,71,2022-07-20,1,Low chance of precipitation,1009,26,79,01:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,9,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,33,91,18,11,75,2022-07-20,1,Low chance of precipitation,1009,26,78,02:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,9,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,32,90,17,11,77,2022-07-20,1,Low chance of precipitation,1009,25,77,03:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,8,5,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,32,90,15,9,79,2022-07-20,0,Precipitation is not expected,1009,25,77,04:00,1,Good,0,Clear Sky,Light winds from the south west,SW,SW,South Westerly,8,5,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,32,89,13,8,81,2022-07-20,0,Precipitation is not expected,1010,25,76,05:00,1,Good,0,Clear Sky,Light winds from the west south west,WSW,WSW,West South Westerly,8,5,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,31,88,13,8,82,2022-07-20,1,Low chance of precipitation,1010,25,76,06:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,7,4,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,32,90,14,8,80,2022-07-20,1,Low chance of precipitation,1010,25,77,07:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,7,4,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,34,93,14,9,76,2022-07-20,1,Low chance of precipitation,1010,26,79,08:00,1,Good,1,Sunny,Light winds from the west north west,WNW,WNW,West North Westerly,7,4,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,36,97,16,10,71,2022-07-20,1,Low chance of precipitation,1009,27,81,09:00,1,Good,1,Sunny,Light winds from the west,W,W,Westerly,8,5,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and light winds,1,38,100,20,12,65,2022-07-20,1,Low chance of precipitation,1009,29,84,10:00,1,Good,1,Sunny,Light winds from the south west,SW,SW,South Westerly,9,5,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and light winds,3,39,103,24,15,59,2022-07-20,0,Precipitation is not expected,1008,31,87,11:00,1,Good,3,Sunny Intervals,Light winds from the south south west,SSW,SSW,South South Westerly,10,6,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,40,105,28,17,54,2022-07-20,1,Low chance of precipitation,1008,32,89,12:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,12,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,41,106,31,19,51,2022-07-20,1,Low chance of precipitation,1007,33,91,13:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,14,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,42,107,33,20,49,2022-07-20,1,Low chance of precipitation,1006,33,92,14:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,15,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,42,107,34,21,47,2022-07-20,1,Low chance of precipitation,1006,34,93,15:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,16,10,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,42,107,35,22,46,2022-07-20,1,Low chance of precipitation,1005,34,93,16:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,17,10,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,41,107,34,21,47,2022-07-20,0,Precipitation is not expected,1004,34,93,17:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,17,11,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny intervals and a gentle breeze,3,41,105,32,20,49,2022-07-20,1,Low chance of precipitation,1004,33,91,18:00,1,Good,3,Sunny Intervals,A gentle breeze from the south,S,S,Southerly,17,11,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,39,103,31,19,51,2022-07-20,2,Low chance of precipitation,1003,32,89,19:00,1,Good,1,Sunny,A gentle breeze from the south,S,S,Southerly,17,11,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
Sunny and a gentle breeze,1,39,101,29,18,54,2022-07-20,2,Low chance of precipitation,1003,31,87,20:00,1,Good,1,Sunny,A gentle breeze from the south,S,S,Southerly,16,10,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,37,99,28,17,57,2022-07-20,2,Low chance of precipitation,1002,30,86,21:00,1,Good,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,14,9,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,37,98,28,17,60,2022-07-20,1,Low chance of precipitation,1002,29,84,22:00,1,Good,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,14,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,36,97,27,17,61,2022-07-20,1,Low chance of precipitation,1002,29,83,23:00,1,Good,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,35,96,26,16,63,2022-07-21,2,Low chance of precipitation,1002,28,83,00:00,1,Good,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,13,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and a gentle breeze,0,35,95,26,16,65,2022-07-21,4,Low chance of precipitation,1002,28,82,01:00,1,Good,0,Clear Sky,A gentle breeze from the south,S,S,Southerly,12,8,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
A clear sky and light winds,0,34,94,26,16,66,2022-07-21,5,Low chance of precipitation,1002,27,81,02:00,1,Good,0,Clear Sky,Light winds from the south south west,SSW,SSW,South South Westerly,12,7,2022-07-16T17:40:00-04:00,2022-07-17T02:04:21.982-04:00,4140963,Washington DC
